bori_id,sans
06060037,भगदत्तः प्रभिन्नेन कुञ्जरेण विशां पते। अपतत्सहसा तत्र यत्र भीमो व्यवस्थितः।
06060038,आपतन्नेव च रणे भीमसेनं शिलाशितैः। अदृश्यं समरे चक्रे जीमूत इव भास्करम्।
06060039,अभिमन्युमुखास्तत्र नामृष्यन्त महारथाः। भीमस्याच्छादनं संख्ये स्वबाहुबलमाश्रिताः।
06060040,त एनं शरवर्षेण समन्तात्पर्यवारयन्। गजं च शरवृष्ट्या तं बिभिदुस्ते समन्ततः।
06060041,स शस्त्रवृष्ट्याभिहतः प्राद्रवद्द्विगुणं पदम्। प्राग्ज्योतिषगजो राजन्नानालिङ्गैः सुतेजनैः।
06060042,संजातरुधिरोत्पीडः प्रेक्षणीयोऽभवद्रणे। गभस्तिभिरिवार्कस्य संस्यूतो जलदो महान्।
06060043,स चोदितो मदस्रावी भगदत्तेन वारणः। अभ्यधावत तान्सर्वान्कालोत्सृष्ट इवान्तकः। द्विगुणं जवमास्थाय कम्पयंश्चरणैर्महीम्।
06060044,तस्य तत्सुमहद्रूपं दृष्ट्वा सर्वे महारथाः। असह्यं मन्यमानास्ते नातिप्रमनसोऽभवन्।
06060045,ततस्तु नृपतिः क्रुद्धो भीमसेनं स्तनान्तरे। आजघान नरव्याघ्र शरेण नतपर्वणा।
06060046,सोऽतिविद्धो महेष्वासस्तेन राज्ञा महारथः। मूर्छयाभिपरीताङ्गो ध्वजयष्टिमुपाश्रितः।
06060047,तांस्तु भीतान्समालक्ष्य भीमसेनं च मूर्छितम्। ननाद बलवन्नादं भगदत्तः प्रतापवान्।
06060048,ततो घटोत्कचो राजन्प्रेक्ष्य भीमं तथागतम्। संक्रुद्धो राक्षसो घोरस्तत्रैवान्तरधीयत।
06060049,स कृत्वा दारुणां मायां भीरूणां भयवर्धिनीम्। अदृश्यत निमेषार्धाद्घोररूपं समाश्रितः।
06060050,ऐरावतं समारुह्य स्वयं मायामयं कृतम्। तस्य चान्येऽपि दिङ्नागा बभूवुरनुयायिनः।
06060051,अञ्जनो वामनश्चैव महापद्मश्च सुप्रभः। त्रय एते महानागा राक्षसैः समधिष्ठिताः।
06060052,महाकायास्त्रिधा राजन्प्रस्रवन्तो मदं बहु। तेजोवीर्यबलोपेता महाबलपराक्रमाः।
06060053,घटोत्कचस्तु स्वं नागं चोदयामास तं ततः। सगजं भगदत्तं तु हन्तुकामः परंतपः।
06060054,ते चान्ये चोदिता नागा राक्षसैस्तैर्महाबलैः। परिपेतुः सुसंरब्धाश्चतुर्दंष्ट्राश्चतुर्दिशम्। भगदत्तस्य तं नागं विषाणैस्तेऽभ्यपीडयन्।
06060055,संपीड्यमानस्तैर्नागैर्वेदनार्तः शरातुरः। सोऽनदत्सुमहानादमिन्द्राशनिसमस्वनम्।
06060056,तस्य तं नदतो नादं सुघोरं भीमनिस्वनम्। श्रुत्वा भीष्मोऽब्रवीद्द्रोणं राजानं च सुयोधनम्।
06060057,एष युध्यति संग्रामे हैडिम्बेन दुरात्मना। भगदत्तो महेष्वासः कृच्छ्रेण परिवर्तते।
06060058,राक्षसश्च महामायः स च राजातिकोपनः। तौ समेतौ महावीर्यौ कालमृत्युसमावुभौ।
06060059,श्रूयते ह्येष हृष्टानां पाण्डवानां महास्वनः। हस्तिनश्चैव सुमहान्भीतस्य रुवतो ध्वनिः।
06060060,तत्र गच्छाम भद्रं वो राजानं परिरक्षितुम्। अरक्ष्यमाणः समरे क्षिप्रं प्राणान्विमोक्ष्यते।
06060061,ते त्वरध्वं महावीर्याः किं चिरेण प्रयामहे। महान्हि वर्तते रौद्रः संग्रामो लोमहर्षणः।
06060062,भक्तश्च कुलपुत्रश्च शूरश्च पृतनापतिः। युक्तं तस्य परित्राणं कर्तुमस्माभिरच्युताः।
06060063,भीष्मस्य तद्वचः श्रुत्वा भारद्वाजपुरोगमाः। सहिताः सर्वराजानो भगदत्तपरीप्सया। उत्तमं जवमास्थाय प्रययुर्यत्र सोऽभवत्।
06060064,तान्प्रयातान्समालोक्य युधिष्ठिरपुरोगमाः। पाञ्चालाः पाण्डवैः सार्धं पृष्ठतोऽनुययुः परान्।
06060065,तान्यनीकान्यथालोक्य राक्षसेन्द्रः प्रतापवान्। ननाद सुमहानादं विस्फोटमशनेरिव।
06060066,तस्य तं निनदं श्रुत्वा दृष्ट्वा नागांश्च युध्यतः। भीष्मः शांतनवो भूयो भारद्वाजमभाषत।
06060067,न रोचते मे संग्रामो हैडिम्बेन दुरात्मना। बलवीर्यसमाविष्टः ससहायश्च सांप्रतम्।
06060068,नैष शक्यो युधा जेतुमपि वज्रभृता स्वयम्। लब्धलक्ष्यः प्रहारी च वयं च श्रान्तवाहनाः। पाञ्चालैः पाण्डवेयैश्च दिवसं क्षतविक्षताः।
06060069,तन्न मे रोचते युद्धं पाण्डवैर्जितकाशिभिः। घुष्यतामवहारोऽद्य श्वो योत्स्यामः परैः सह।
06060070,पितामहवचः श्रुत्वा तथा चक्रुः स्म कौरवाः। उपायेनापयानं ते घटोत्कचभयार्दिताः।
06060071,कौरवेषु निवृत्तेषु पाण्डवा जितकाशिनः। सिंहनादमकुर्वन्त शङ्खवेणुस्वनैः सह।
06060072,एवं तदभवद्युद्धं दिवसं भरतर्षभ। पाण्डवानां कुरूणां च पुरस्कृत्य घटोत्कचम्।
06060073,कौरवास्तु ततो राजन्प्रययुः शिबिरं स्वकम्। व्रीडमाना निशाकाले पाण्डवेयैः पराजिताः।
06060074,शरविक्षतगात्राश्च पाण्डुपुत्रा महारथाः। युद्धे सुमनसो भूत्वा शिबिरायैव जग्मिरे।
06060075,पुरस्कृत्य महाराज भीमसेनघटोत्कचौ। पूजयन्तस्तदान्योन्यं मुदा परमया युताः।
06060076,नदन्तो विविधान्नादांस्तूर्यस्वनविमिश्रितान्। सिंहनादांश्च कुर्वाणा विमिश्राञ्शङ्खनिस्वनैः।
06060077,विनदन्तो महात्मानः कम्पयन्तश्च मेदिनीम्। घट्टयन्तश्च मर्माणि तव पुत्रस्य मारिष। प्रयाताः शिबिरायैव निशाकाले परंतपाः।
06060078,दुर्योधनस्तु नृपतिर्दीनो भ्रातृवधेन च। मुहूर्तं चिन्तयामास बाष्पशोकसमाकुलः।
06060079,ततः कृत्वा विधिं सर्वं शिबिरस्य यथाविधि। प्रदध्यौ शोकसंतप्तो भ्रातृव्यसनकर्शितः।
06061001h,धृतराष्ट्र उवाच। भयं मे सुमहज्जातं विस्मयश्चैव संजय। श्रुत्वा पाण्डुकुमाराणां कर्म देवैः सुदुष्करम्।
06061002,पुत्राणां च पराभवं श्रुत्वा संजय सर्वशः। चिन्ता मे महती सूत भविष्यति कथं त्विति।
06061003,ध्रुवं विदुरवाक्यानि धक्ष्यन्ति हृदयं मम। यथा हि दृश्यते सर्वं दैवयोगेन संजय।
06061004,यत्र भीष्ममुखाञ्शूरानस्त्रज्ञान्योधसत्तमान्। पाण्डवानामनीकानि योधयन्ति प्रहारिणः।
06061005,केनावध्या महात्मानः पाण्डुपुत्रा महाबलाः। केन दत्तवरास्तात किं वा ज्ञानं विदन्ति ते। येन क्षयं न गच्छन्ति दिवि तारागणा इव।
06061006,पुनः पुनर्न मृष्यामि हतं सैन्यं स्म पाण्डवैः। मय्येव दण्डः पतति दैवात्परमदारुणः।
06061007,यथावध्याः पाण्डुसुता यथा वध्याश्च मे सुताः। एतन्मे सर्वमाचक्ष्व यथातत्त्वेन संजय।
06061008,न हि पारं प्रपश्यामि दुःखस्यास्य कथंचन। समुद्रस्येव महतो भुजाभ्यां प्रतरन्नरः।
06061009,पुत्राणां व्यसनं मन्ये ध्रुवं प्राप्तं सुदारुणम्। घातयिष्यति मे पुत्रान्सर्वान्भीमो न संशयः।
06061010,न हि पश्यामि तं वीरं यो मे रक्षेत्सुतान्रणे। ध्रुवं विनाशः समरे पुत्राणां मम संजय।
06061011,तस्मान्मे कारणं सूत युक्तिं चैव विशेषतः। पृच्छतोऽद्य यथातत्त्वं सर्वमाख्यातुमर्हसि।
06061012,दुर्योधनोऽपि यच्चक्रे दृष्ट्वा स्वान्विमुखान्रणे। भीष्मद्रोणौ कृपश्चैव सौबलेयो जयद्रथः। द्रौणिर्वापि महेष्वासो विकर्णो वा महाबलः।
06061013,निश्चयो वापि कस्तेषां तदा ह्यासीन्महात्मनाम्। विमुखेषु महाप्राज्ञ मम पुत्रेषु संजय।
06061014h,संजय उवाच। शृणु राजन्नवहितः श्रुत्वा चैवावधारय। नैव मन्त्रकृतं किंचिन्नैव मायां तथाविधाम्। न वै विभीषिकां कांचिद्राजन्कुर्वन्ति पाण्डवाः।
06061015,युध्यन्ति ते यथान्यायं शक्तिमन्तश्च संयुगे। धर्मेण सर्वकार्याणि कीर्तितानीति भारत। आरभन्ते सदा पार्थाः प्रार्थयाना महद्यशः।
06061016,न ते युद्धान्निवर्तन्ते धर्मोपेता महाबलाः। श्रिया परमया युक्ता यतो धर्मस्ततो जयः। तेनावध्या रणे पार्था जययुक्ताश्च पार्थिव।
06061017,तव पुत्रा दुरात्मानः पापेष्वभिरताः सदा। निष्ठुरा हीनकर्माणस्तेन हीयन्ति संयुगे।
06061018,सुबहूनि नृशंसानि पुत्रैस्तव जनेश्वर। निकृतानीह पाण्डूनां नीचैरिव यथा नरैः।
06061019,सर्वं च तदनादृत्य पुत्राणां तव किल्बिषम्। सापह्नवाः सदैवासन्पाण्डवाः पाण्डुपूर्वज। न चैनान्बहु मन्यन्ते पुत्रास्तव विशां पते।
06061020,तस्य पापस्य सततं क्रियमाणस्य कर्मणः। संप्राप्तं सुमहद्घोरं फलं किंपाकसंनिभम्। स तद्भुङ्क्ष्व महाराज सपुत्रः ससुहृज्जनः।
06061021,नावबुध्यसि यद्राजन्वार्यमाणः सुहृज्जनैः। विदुरेणाथ भीष्मेण द्रोणेन च महात्मना।
06061022,तथा मया चाप्यसकृद्वार्यमाणो न गृह्णसि। वाक्यं हितं च पथ्यं च मर्त्यः पथ्यमिवौषधम्। पुत्राणां मतमास्थाय जितान्मन्यसि पाण्डवान्।
06061023,शृणु भूयो यथातत्त्वं यन्मां त्वं परिपृच्छसि। कारणं भरतश्रेष्ठ पाण्डवानां जयं प्रति। तत्तेऽहं कथयिष्यामि यथाश्रुतमरिंदम।
06061024,दुर्योधनेन संपृष्ट एतमर्थं पितामहः। दृष्ट्वा भ्रातॄन्रणे सर्वान्निर्जितान्सुमहारथान्।
06061025,शोकसंमूढहृदयो निशाकाले स्म कौरवः। पितामहं महाप्राज्ञं विनयेनोपगम्य ह। यदब्रवीत्सुतस्तेऽसौ तन्मे शृणु जनेश्वर।
06061026h,दुर्योधन उवाच। त्वं च द्रोणश्च शल्यश्च कृपो द्रौणिस्तथैव च। कृतवर्मा च हार्दिक्यः काम्बोजश्च सुदक्षिणः।
06061027,भूरिश्रवा विकर्णश्च भगदत्तश्च वीर्यवान्। महारथाः समाख्याताः कुलपुत्रास्तनुत्यजः।
06061028,त्रयाणामपि लोकानां पर्याप्ता इति मे मतिः। पाण्डवानां समस्ताश्च न तिष्ठन्ति पराक्रमे।
06061029,तत्र मे संशयो जातस्तन्ममाचक्ष्व पृच्छतः। यं समाश्रित्य कौन्तेया जयन्त्यस्मान्पदे पदे।
06061030h,भीष्म उवाच। शृणु राजन्वचो मह्यं यत्त्वां वक्ष्यामि कौरव। बहुशश्च ममोक्तोऽसि न च मे तत्त्वया कृतम्।
06061031,क्रियतां पाण्डवैः सार्धं शमो भरतसत्तम। एतत्क्षममहं मन्ये पृथिव्यास्तव चाभिभो।
06061032,भुञ्जेमां पृथिवीं राजन्भ्रातृभिः सहितः सुखी। दुर्हृदस्तापयन्सर्वान्नन्दयंश्चापि बान्धवान्।
06061033,न च मे क्रोशतस्तात श्रुतवानसि वै पुरा। तदिदं समनुप्राप्तं यत्पाण्डूनवमन्यसे।
06061034,यश्च हेतुरवध्यत्वे तेषामक्लिष्टकर्मणाम्। तं शृणुष्व महाराज मम कीर्तयतः प्रभो।
06061035,नास्ति लोकेषु तद्भूतं भविता नो भविष्यति। यो जयेत्पाण्डवान्संख्ये पालिताञ्शार्ङ्गधन्वना।
06061036,यत्तु मे कथितं तात मुनिभिर्भावितात्मभिः। पुराणगीतं धर्मज्ञ तच्छृणुष्व यथातथम्।
06061037,पुरा किल सुराः सर्वे ऋषयश्च समागताः। पितामहमुपासेदुः पर्वते गन्धमादने।
06061038,मध्ये तेषां समासीनः प्रजापतिरपश्यत। विमानं जाज्वलद्भासा स्थितं प्रवरमम्बरे।
06061039,ध्यानेनावेद्य तं ब्रह्मा कृत्वा च नियतोऽञ्जलिम्। नमश्चकार हृष्टात्मा परमं परमेश्वरम्।
06061040,ऋषयस्त्वथ देवाश्च दृष्ट्वा ब्रह्माणमुत्थितम्। स्थिताः प्राञ्जलयः सर्वे पश्यन्तो महदद्भुतम्।
06061041,यथावच्च तमभ्यर्च्य ब्रह्मा ब्रह्मविदां वरः। जगाद जगतः स्रष्टा परं परमधर्मवित्।
06061042,विश्वावसुर्विश्वमूर्तिर्विश्वेशो; विष्वक्सेनो विश्वकर्मा वशी च। विश्वेश्वरो वासुदेवोऽसि तस्मा;द्योगात्मानं दैवतं त्वामुपैमि।
06061043,जय विश्व महादेव जय लोकहिते रत। जय योगीश्वर विभो जय योगपरावर।
06061044,पद्मगर्भ विशालाक्ष जय लोकेश्वरेश्वर। भूतभव्यभवन्नाथ जय सौम्यात्मजात्मज।
06061045,असंख्येयगुणाजेय जय सर्वपरायण। नारायण सुदुष्पार जय शार्ङ्गधनुर्धर।
06061046,सर्वगुह्यगुणोपेत विश्वमूर्ते निरामय। विश्वेश्वर महाबाहो जय लोकार्थतत्पर।
06061047,महोरग वराहाद्य हरिकेश विभो जय। हरिवास विशामीश विश्वावासामिताव्यय।
06061048,व्यक्ताव्यक्तामितस्थान नियतेन्द्रिय सेन्द्रिय। असंख्येयात्मभावज्ञ जय गम्भीर कामद।
06061049,अनन्त विदितप्रज्ञ नित्यं भूतविभावन। कृतकार्य कृतप्रज्ञ धर्मज्ञ विजयाजय।
06061050,गुह्यात्मन्सर्वभूतात्मन्स्फुटसंभूतसंभव। भूतार्थतत्त्व लोकेश जय भूतविभावन।
06061051,आत्मयोने महाभाग कल्पसंक्षेपतत्पर। उद्भावन मनोद्भाव जय ब्रह्मजनप्रिय।
06061052,निसर्गसर्गाभिरत कामेश परमेश्वर। अमृतोद्भव सद्भाव युगाग्ने विजयप्रद।
06061053,प्रजापतिपते देव पद्मनाभ महाबल। आत्मभूत महाभूत कर्मात्मञ्जय कर्मद।
06061054,पादौ तव धरा देवी दिशो बाहुर्दिवं शिरः। मूर्तिस्तेऽहं सुराः कायश्चन्द्रादित्यौ च चक्षुषी।
06061055,बलं तपश्च सत्यं च धर्मः कामात्मजः प्रभो। तेजोऽग्निः पवनः श्वास आपस्ते स्वेदसंभवाः।
06061056,अश्विनौ श्रवणौ नित्यं देवी जिह्वा सरस्वती। वेदाः संस्कारनिष्ठा हि त्वयीदं जगदाश्रितम्।
06061057,न संख्यां न परीमाणं न तेजो न पराक्रमम्। न बलं योगयोगीश जानीमस्ते न संभवम्।
06061058,त्वद्भक्तिनिरता देव नियमैस्त्वा समाहिताः। अर्चयामः सदा विष्णो परमेशं महेश्वरम्।
06061059,ऋषयो देवगन्धर्वा यक्षराक्षसपन्नगाः। पिशाचा मानुषाश्चैव मृगपक्षिसरीसृपाः।
06061060,एवमादि मया सृष्टं पृथिव्यां त्वत्प्रसादजम्। पद्मनाभ विशालाक्ष कृष्ण दुःस्वप्ननाशन।
06061061,त्वं गतिः सर्वभूतानां त्वं नेता त्वं जगन्मुखम्। त्वत्प्रसादेन देवेश सुखिनो विबुधाः सदा।
06061062,पृथिवी निर्भया देव त्वत्प्रसादात्सदाभवत्। तस्माद्भव विशालाक्ष यदुवंशविवर्धनः।
06061063,धर्मसंस्थापनार्थाय दैतेयानां वधाय च। जगतो धारणार्थाय विज्ञाप्यं कुरु मे प्रभो।
06061064,यदेतत्परमं गुह्यं त्वत्प्रसादमयं विभो। वासुदेव तदेतत्ते मयोद्गीतं यथातथम्।
06061065,सृष्ट्वा संकर्षणं देवं स्वयमात्मानमात्मना। कृष्ण त्वमात्मनास्राक्षीः प्रद्युम्नं चात्मसंभवम्।
06061066,प्रद्युम्नाच्चानिरुद्धं त्वं यं विदुर्विष्णुमव्ययम्। अनिरुद्धोऽसृजन्मां वै ब्रह्माणं लोकधारिणम्।
06061067,वासुदेवमयः सोऽहं त्वयैवास्मि विनिर्मितः। विभज्य भागशोऽऽत्मानं व्रज मानुषतां विभो।
06061068,तत्रासुरवधं कृत्वा सर्वलोकसुखाय वै। धर्मं स्थाप्य यशः प्राप्य योगं प्राप्स्यसि तत्त्वतः।
06061069,त्वां हि ब्रह्मर्षयो लोके देवाश्चामितविक्रम। तैस्तैश्च नामभिर्भक्ता गायन्ति परमात्मकम्।
06061070,स्थिताश्च सर्वे त्वयि भूतसंघाः; कृत्वाश्रयं त्वां वरदं सुबाहो। अनादिमध्यान्तमपारयोगं; लोकस्य सेतुं प्रवदन्ति विप्राः।
06062001h,भीष्म उवाच। ततः स भगवान्देवो लोकानां परमेश्वरः। ब्रह्माणं प्रत्युवाचेदं स्निग्धगम्भीरया गिरा।
06062002,विदितं तात योगान्मे सर्वमेतत्तवेप्सितम्। तथा तद्भवितेत्युक्त्वा तत्रैवान्तरधीयत।
06062003,ततो देवर्षिगन्धर्वा विस्मयं परमं गताः। कौतूहलपराः सर्वे पितामहमथाब्रुवन्।
06062004,को न्वयं यो भगवता प्रणम्य विनयाद्विभो। वाग्भिः स्तुतो वरिष्ठाभिः श्रोतुमिच्छाम तं वयम्।
06062005,एवमुक्तस्तु भगवान्प्रत्युवाच पितामहः। देवब्रह्मर्षिगन्धर्वान्सर्वान्मधुरया गिरा।
06062006,यत्तत्परं भविष्यं च भवितव्यं च यत्परम्। भूतात्मा यः प्रभुश्चैव ब्रह्म यच्च परं पदम्।
06062007,तेनास्मि कृतसंवादः प्रसन्नेन सुरर्षभाः। जगतोऽनुग्रहार्थाय याचितो मे जगत्पतिः।
06062008,मानुषं लोकमातिष्ठ वासुदेव इति श्रुतः। असुराणां वधार्थाय संभवस्व महीतले।
06062009,संग्रामे निहता ये ते दैत्यदानवराक्षसाः। त इमे नृषु संभूता घोररूपा महाबलाः।
06062010,तेषां वधार्थं भगवान्नरेण सहितो वशी। मानुषीं योनिमास्थाय चरिष्यति महीतले।
06062011,नरनारायणौ यौ तौ पुराणावृषिसत्तमौ। सहितौ मानुषे लोके संभूतावमितद्युती।
06062012,अजेयौ समरे यत्तौ सहितावमरैरपि। मूढास्त्वेतौ न जानन्ति नरनारायणावृषी।
06062013,तस्याहमात्मजो ब्रह्मा सर्वस्य जगतः पतिः। वासुदेवोऽर्चनीयो वः सर्वलोकमहेश्वरः।
06062014,तथा मनुष्योऽयमिति कदाचित्सुरसत्तमाः। नावज्ञेयो महावीर्यः शङ्खचक्रगदाधरः।
06062015,एतत्परमकं गुह्यमेतत्परमकं पदम्। एतत्परमकं ब्रह्म एतत्परमकं यशः।
06062016,एतदक्षरमव्यक्तमेतत्तच्छाश्वतं महत्। एतत्पुरुषसंज्ञं वै गीयते ज्ञायते न च।
06062017,एतत्परमकं तेज एतत्परमकं सुखम्। एतत्परमकं सत्यं कीर्तितं विश्वकर्मणा।
06062018,तस्मात्सर्वैः सुरैः सेन्द्रैर्लोकैश्चामितविक्रमः। नावज्ञेयो वासुदेवो मानुषोऽयमिति प्रभुः।
06062019,यश्च मानुषमात्रोऽयमिति ब्रूयात्सुमन्दधीः। हृषीकेशमवज्ञानात्तमाहुः पुरुषाधमम्।
06062020,योगिनं तं महात्मानं प्रविष्टं मानुषीं तनुम्। अवमन्येद्वासुदेवं तमाहुस्तामसं जनाः।
06062021,देवं चराचरात्मानं श्रीवत्साङ्कं सुवर्चसम्। पद्मनाभं न जानाति तमाहुस्तामसं जनाः।
06062022,किरीटकौस्तुभधरं मित्राणामभयंकरम्। अवजानन्महात्मानं घोरे तमसि मज्जति।
06062023,एवं विदित्वा तत्त्वार्थं लोकानामीश्वरेश्वरः। वासुदेवो नमस्कार्यः सर्वलोकैः सुरोत्तमाः।
06062024,एवमुक्त्वा स भगवान्सर्वान्देवगणान्पुरा। विसृज्य सर्वलोकात्मा जगाम भवनं स्वकम्।
06062025,ततो देवाः सगन्धर्वा मुनयोऽप्सरसोऽपि च। कथां तां ब्रह्मणा गीतां श्रुत्वा प्रीता दिवं ययुः।
06062026,एतच्छ्रुतं मया तात ऋषीणां भावितात्मनाम्। वासुदेवं कथयतां समवाये पुरातनम्।
06062027,जामदग्न्यस्य रामस्य मार्कण्डेयस्य धीमतः। व्यासनारदयोश्चापि श्रुतं श्रुतविशारद।
06062028,एतमर्थं च विज्ञाय श्रुत्वा च प्रभुमव्ययम्। वासुदेवं महात्मानं लोकानामीश्वरेश्वरम्।
06062029,यस्यासावात्मजो ब्रह्मा सर्वस्य जगतः पिता। कथं न वासुदेवोऽयमर्च्यश्चेज्यश्च मानवैः।
06062030,वारितोऽसि पुरा तात मुनिभिर्वेदपारगैः। मा गच्छ संयुगं तेन वासुदेवेन धीमता। मा पाण्डवैः सार्धमिति तच्च मोहान्न बुध्यसे।
06062031,मन्ये त्वां राक्षसं क्रूरं तथा चासि तमोवृतः। यस्माद्द्विषसि गोविन्दं पाण्डवं च धनंजयम्। नरनारायणौ देवौ नान्यो द्विष्याद्धि मानवः।
06062032,तस्माद्ब्रवीमि ते राजन्नेष वै शाश्वतोऽव्ययः। सर्वलोकमयो नित्यः शास्ता धाता धरो ध्रुवः।
06062033,लोकान्धारयते यस्त्रींश्चराचरगुरुः प्रभुः। योद्धा जयश्च जेता च सर्वप्रकृतिरीश्वरः।
06062034,राजन्सत्त्वमयो ह्येष तमोरागविवर्जितः। यतः कृष्णस्ततो धर्मो यतो धर्मस्ततो जयः।
06062035,तस्य माहात्म्ययोगेन योगेनात्मन एव च। धृताः पाण्डुसुता राजञ्जयश्चैषां भविष्यति।
06062036,श्रेयोयुक्तां सदा बुद्धिं पाण्डवानां दधाति यः। बलं चैव रणे नित्यं भयेभ्यश्चैव रक्षति।
06062037,स एष शाश्वतो देवः सर्वगुह्यमयः शिवः। वासुदेव इति ज्ञेयो यन्मां पृच्छसि भारत।
06062038,ब्राह्मणैः क्षत्रियैर्वैश्यैः शूद्रैश्च कृतलक्षणैः। सेव्यतेऽभ्यर्च्यते चैव नित्ययुक्तैः स्वकर्मभिः।
06062039,द्वापरस्य युगस्यान्ते आदौ कलियुगस्य च। सात्वतं विधिमास्थाय गीतः संकर्षणेन यः।
06062040,स एष सर्वासुरमर्त्यलोकं; समुद्रकक्ष्यान्तरिताः पुरीश्च। युगे युगे मानुषं चैव वासं; पुनः पुनः सृजते वासुदेवः।
06063001h,दुर्योधन उवाच। वासुदेवो महद्भूतं सर्वलोकेषु कथ्यते। तस्यागमं प्रतिष्ठां च ज्ञातुमिच्छे पितामह।
06063002h,भीष्म उवाच। वासुदेवो महद्भूतं संभूतं सह दैवतैः। न परं पुण्डरीकाक्षाद्दृश्यते भरतर्षभ। मार्कण्डेयश्च गोविन्दं कथयत्यद्भुतं महत्।
06063003,सर्वभूतानि भूतात्मा महात्मा पुरुषोत्तमः। आपो वायुश्च तेजश्च त्रयमेतदकल्पयत्।
06063004,स सृष्ट्वा पृथिवीं देवः सर्वलोकेश्वरः प्रभुः। अप्सु वै शयनं चक्रे महात्मा पुरुषोत्तमः। सर्वतोयमयो देवो योगात्सुष्वाप तत्र ह।
06063005,मुखतः सोऽग्निमसृजत्प्राणाद्वायुमथापि च। सरस्वतीं च वेदांश्च मनसः ससृजेऽच्युतः।
06063006,एष लोकान्ससर्जादौ देवांश्चर्षिगणैः सह। निधनं चैव मृत्युं च प्रजानां प्रभवोऽव्ययः।
06063007,एष धर्मश्च धर्मज्ञो वरदः सर्वकामदः। एष कर्ता च कार्यं च पूर्वदेवः स्वयंप्रभुः।
06063008,भूतं भव्यं भविष्यच्च पूर्वमेतदकल्पयत्। उभे संध्ये दिशः खं च नियमं च जनार्दनः।
06063009,ऋषींश्चैव हि गोविन्दस्तपश्चैवानु कल्पयत्। स्रष्टारं जगतश्चापि महात्मा प्रभुरव्ययः।
06063010,अग्रजं सर्वभूतानां संकर्षणमकल्पयत्। शेषं चाकल्पयद्देवमनन्तमिति यं विदुः।
06063011,यो धारयति भूतानि धरां चेमां सपर्वताम्। ध्यानयोगेन विप्राश्च तं वदन्ति महौजसम्।
06063012,कर्णस्रोतोद्भवं चापि मधुं नाम महासुरम्। तमुग्रमुग्रकर्माणमुग्रां बुद्धिं समास्थितम्। ब्रह्मणोऽपचितिं कुर्वञ्जघान पुरुषोत्तमः।
06063013,तस्य तात वधादेव देवदानवमानवाः। मधुसूदनमित्याहुरृषयश्च जनार्दनम्। वराहश्चैव सिंहश्च त्रिविक्रमगतिः प्रभुः।
06063014,एष माता पिता चैव सर्वेषां प्राणिनां हरिः। परं हि पुण्डरीकाक्षान्न भूतं न भविष्यति।
06063015,मुखतोऽसृजद्ब्राह्मणान्बाहुभ्यां क्षत्रियांस्तथा। वैश्यांश्चाप्यूरुतो राजञ्शूद्रान्पद्भ्यां तथैव च। तपसा नियतो देवो निधानं सर्वदेहिनाम्।
06063016,ब्रह्मभूतममावास्यां पौर्णमास्यां तथैव च। योगभूतं परिचरन्केशवं महदाप्नुयात्।
06063017,केशवः परमं तेजः सर्वलोकपितामहः। एवमाहुर्हृषीकेशं मुनयो वै नराधिप।
06063018,एवमेनं विजानीहि आचार्यं पितरं गुरुम्। कृष्णो यस्य प्रसीदेत लोकास्तेनाक्षया जिताः।
06063019,यश्चैवैनं भयस्थाने केशवं शरणं व्रजेत्। सदा नरः पठंश्चेदं स्वस्तिमान्स सुखी भवेत्।
06063020,ये च कृष्णं प्रपद्यन्ते ते न मुह्यन्ति मानवाः। भये महति ये मग्नाः पाति नित्यं जनार्दनः।
06063021,एतद्युधिष्ठिरो ज्ञात्वा याथातथ्येन भारत। सर्वात्मना महात्मानं केशवं जगदीश्वरम्। प्रपन्नः शरणं राजन्योगानामीश्वरं प्रभुम्।
06064001h,भीष्म उवाच। शृणु चेदं महाराज ब्रह्मभूतस्तवं मम। ब्रह्मर्षिभिश्च देवैश्च यः पुरा कथितो भुवि।
06064002,साध्यानामपि देवानां देवदेवेश्वरः प्रभुः। लोकभावनभावज्ञ इति त्वां नारदोऽब्रवीत्। भूतं भव्यं भविष्यं च मार्कण्डेयोऽभ्युवाच ह।
06064003,यज्ञानां चैव यज्ञं त्वां तपश्च तपसामपि। देवानामपि देवं च त्वामाह भगवान्भृगुः। पुराणे भैरवं रूपं विष्णो भूतपतेति वै।
06064004,वासुदेवो वसूनां त्वं शक्रं स्थापयिता तथा। देवदेवोऽसि देवानामिति द्वैपायनोऽब्रवीत्।
06064005,पूर्वे प्रजानिसर्गेषु दक्षमाहुः प्रजापतिम्। स्रष्टारं सर्वभूतानामङ्गिरास्त्वां ततोऽब्रवीत्।
06064006,अव्यक्तं ते शरीरोत्थं व्यक्तं ते मनसि स्थितम्। देवा वाक्संभवाश्चेति देवलस्त्वसितोऽब्रवीत्।
